BrandName,Category,Individual_category,Description,discount_price,original_price,discount,SizeOption,ratings,reviews
Hubberholme,Bottom Wear,track-pants,hubberholme men black slim fit solid cargo joggers,659,1499,56%,"S, M, L, XL",4.1,832
Taavi,Indian Wear,kurtas,taavi men maroon  black bagru printed straight sustainable kurta with roll up sleeves,1149,2299,50%,"S, M, L, XL, XXL",4.3,832
WROGN,Inner Wear &  Sleep Wear,socks,wrogn men set of 3 above ankle socks,454,649,30%,Onesize,4.5,828
Campus Sutra,Topwear,sweatshirts,campus sutra men maroon solid hooded sweatshirt,730,1699,57%,"S, M, L, XL",4.1,828
WROGN,Topwear,shirts,wrogn men navy checked casual shirt,1149,2299,50%,"39, 40, 42, 44, 46",4.1,828
WROGN,Topwear,tshirts,wrogn men black solid slim fit polo collar pure cotton t shirt,714,1299,45%,"S, M, L, XL, XXL",4.3,827
VIMAL,Inner Wear &  Sleep Wear,lounge-pants,vimal men pack of 2 solid cotton lounge pants,988,1798,45%,"S, M, L, XL, XXL",4.1,826
HRX by Hrithik Roshan,Sports Wear,tshirts,hrx by hrithik roshan men teal blue printed round neck athleisure pure cotton t shirt,539,899,40%,"S, M, L, XL, XXL",4.2,826
LOCOMOTIVE,Topwear,shirts,locomotive men olive green slim fit solid casual shirt,593,1799,67%,"39, 40, 42, 44",4.1,826
HERE&NOW,Topwear,shirts,herenow men olive green slim fit solid casual shirt,1181,2149,45%,"38, 40, 42, 44, 46",4.3,826
HIGHLANDER,Topwear,shirts,highlander men beige slim fit solid casual shirt,587,1249,53%,"39, 40, 42, 44",4.1,825
NYAMBA By Decathlon,Bottom Wear,track-pants,nyamba by decathlon men navy blue fitness track pants,601,699,14%,"S, M, L, XL, XXL",4.1,824
HIGHLANDER,Bottom Wear,track-pants,highlander men navy blue solid slim fit track pants,441,849,48%,"S, M, L, XL",4.1,823
Hangup,Indian Wear,kurta-sets,hangup men black solid kurta with pyjamas,959,2999,68%,"M, L, XL, XXL",4.2,823
Campus Sutra,Topwear,shirts,campus sutra men white  blue striped casual shirt,749,1499,50%,"38, 40, 42, 44",4.3,823
Roadster,Topwear,jackets,roadster men blue solid denim jacket,874,3499,75%,"S, M, L, XL, XXL, 3XL",4.1,823
Roadster,Topwear,tshirts,roadster men navy blue  orange striped round neck t shirt,499,999,50%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.3,822
WROGN,Bottom Wear,jeans,wrogn men grey skinny fit mid rise clean look stretchable jeans,1679,2799,40%,"28, 30, 32, 34, 36, 38",4.2,820
WROGN,Bottom Wear,jeans,wrogn men blue slim fit mid rise clean look stretchable jeans,1379,2299,40%,"28, 30, 32, 34, 36, 38",4.1,820
Roadster,Topwear,tshirts,roadster men charcoal grey printed round neck t shirt,299,599,50%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.1,820
Levis,Inner Wear &  Sleep Wear,trunk,levis men pack of 2 solid pure cotton  trunks bb 100ca 2pk style 010 318,474,499,5%,"S, M, L, XL",4.3,819
Roadster,Topwear,tshirts,roadster men white  charcoal grey colourblocked polo collar pure cotton t shirt,714,1299,45%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,819
WROGN,Topwear,tshirts,wrogn men black printed round neck t shirt,349,699,50%,"S, M, L, XL, XXL",4.5,819
HERE&NOW,Topwear,tshirts,herenow men mustard yellow printed round neck pure cotton t shirt,314,699,55%,"S, M, L, XL",4.2,811
Roadster,Topwear,sweatshirts,roadster men navy blue solid sweatshirt,719,1799,60%,"S, M, L, XL, XXL, 3XL",4.2,810
Moda Rapido,Topwear,tshirts,moda rapido men black solid longline t shirt,439,1099,60%,"S, M, L, XL",4.1,809
Roadster,Topwear,tshirts,roadster men black solid round neck t shirt,274,499,45%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,809
Mast & Harbour,Bottom Wear,trousers,mast  harbour men beige slim fit chinos,799,1999,60%,"26, 28, 30, 32, 34, 36",4.2,808
HERE&NOW,Bottom Wear,track-pants,herenow men black solid regular fit joggers,719,1799,60%,"S, M, L, XL",4.1,808
See Designs,Indian Wear,kurtas,see designs men blue  white woven design straight kurta,989,2199,55%,"XS, S, M, L, XL",4.2,808
LOCOMOTIVE,Topwear,shirts,locomotive men black  off white slim fit printed casual shirt,549,1249,56%,"39, 40, 42, 44",4.3,808
Mast & Harbour,Topwear,shirts,mast  harbour men rust pink regular fit solid casual  linen cotton sustainable shirt,999,2499,60%,"38, 40, 42, 44",4.2,808
Roadster,Topwear,shirts,roadster men navy blue  grey micro check casual sustainable shirt,719,1599,55%,"38, 40, 42, 44",4.5,807
WROGN,Bottom Wear,shorts,wrogn men black solid regular fit shorts,799,1599,50%,"28, 30, 32, 34, 36",4.3,806
HRX by Hrithik Roshan,Sports Wear,tshirts,hrx by hrithik roshan men blue solid round neck rapid dry t shirt,494,1099,55%,"S, M, L, XL, XXL",4.2,804
HIGHLANDER,Topwear,shirts,highlander men navy blue  white slim fit striped casual shirt,443,1199,63%,"39, 40, 42, 44",4.3,804
Roadster,Topwear,shirts,roadster men black  green regular fit checked casual sustainable shirt,899,1499,40%,"38, 40, 42, 44",4.4,803
WROGN,Topwear,shirts,wrogn men burgundy  black slim fit checked casual shirt,1264,2299,45%,"39, 40, 42, 44, 46",4.4,803
WROGN,Topwear,tshirts,wrogn men mustard yellow printed slim fit round neck pure cotton t shirt,499,999,50%,"S, M, L, XL, XXL",4.3,803
Jack & Jones,Inner Wear &  Sleep Wear,briefs,jack  jones men olive green solid briefs 1955179048,209,349,40%,"S, M, L, XL",4.2,793
ether,Bottom Wear,trousers,ether men grey slim fit solid chinos,899,1999,55%,"28, 30, 32, 34, 36",4.2,791
Bushirt,Topwear,tshirts,bushirt men pack of 2 solid round neck pure cotton t shirts,659,1998,67%,"S, M, L, XL, XXL",4.2,791
HIGHLANDER,Bottom Wear,trousers,highlander men olive green tapered fit printed chinos,610,1649,63%,"30, 32, 34, 36",4.2,790
HRX by Hrithik Roshan,Sports Wear,sweatshirts,hrx by hrithik roshan men black solid hooded sweatshirt,824,1499,45%,"S, M, L, XL, XXL",4.1,790
Roadster,Topwear,tshirts,roadster men rust orange  black printed round neck t shirt,399,799,50%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,789
VIMAL,Inner Wear &  Sleep Wear,lounge-pants,vimal men pack of 2 navy blue solid lounge pants,988,1798,45%,"S, M, L, XL, XXL",4.1,788
WROGN,Topwear,sweatshirts,wrogn men maroon  navy blue colorblocked sweatshirt,959,2399,60%,"S, M, L, XL, XXL",4.1,788
Mast & Harbour,Topwear,tshirts,mast  harbour men navy self design round neck t shirt,319,799,60%,"S, M, L, XL",4.2,788
Quechua By Decathlon,Bottom Wear,shorts,quechua by decathlon men grey solid regular shorts,692,699,1%,"29, 31, 32, 34, 36, 41, 42, 48",4.2,787
WROGN,Bottom Wear,jeans,wrogn men white slim fit mid rise clean look stretchable jeans,1819,2799,35%,"28, 30, 32, 34, 36, 38",4.2,787
Harvard,Topwear,shirts,harvard men navy  green slim fit checked casual shirt,899,1999,55%,"38, 40, 42, 44",4.3,787
HRX by Hrithik Roshan,Sports Wear,tshirts,hrx by hrithik roshan men black  grey training regular fit t shirt,539,899,40%,"S, M, L, XL, XXL",4.4,786
Mast & Harbour,Topwear,shirts,mast  harbour men blue  black regular fit printed casual shirt,934,1699,45%,"38, 40, 42, 44",4.2,786
Roadster,Topwear,shirts,roadster men white regular fit printed sustainable casual shirt,779,1299,40%,"38, 40, 42, 44",4.3,785
WROGN,Topwear,tshirts,wrogn men maroon  charcoal grey slim fit striped round neck pure cotton t shirt,649,1299,50%,"S, M, L, XL, XXL",4.4,785
Mast & Harbour,Topwear,tshirts,mast  harbour men white  black printed polo collar t shirt,769,1399,45%,"S, M, L, XL",4.3,776
Campus Sutra,Topwear,sweatshirts,campus sutra men black solid hooded sweatshirt,730,1699,57%,"S, M, L, XL",4.1,776
Mast & Harbour,Topwear,shirts,mast  harbour men grey  white slim fit striped casual shirt,839,2099,60%,"38, 40, 42, 44",4.2,776
Allen Solly Sport,Topwear,sweatshirts,allen solly sport men red solid hooded sweatshirt,999,1999,50%,"S, M, L, XL, XXL, 3XL",4.6,129
Puma,Bottom Wear,shorts,puma men black solid essentials jersey sports shorts,844,1299,35%,"28, 30, 32, 34, 36, 38",4.6,127
Dynamocks,Inner Wear &  Sleep Wear,socks,dynamocks unisex multicoloured patterned calf length socks,299,399,25%,"UK4, UK5, UK6, UK7, UK8, UK9, UK10",4.7,127
Blackberrys,Bottom Wear,trousers,blackberrys men beige sharp regular fit self design regular trousers,1437,2395,40%,"30, 32, 34, 36, 38, 40",4.6,126
HIGHLANDER,Topwear,shirts,highlander men white  blue slim fit colourblocked casual shirt,554,1499,63%,"39, 40, 42, 44",4.6,126
IVOC,Inner Wear &  Sleep Wear,boxers,ivoc men pack of 2 printed pure cotton boxers,580,998,Rs. 418 ,"L, XXL, M, XL",4.6,125
Calvin Klein Underwear,Inner Wear &  Sleep Wear,trunk,calvin klein underwear men pack of 2 solid trunks nb2972jkq,2069,2299,10%,"S, M, L, XL",4.6,124
Levis,Bottom Wear,trousers,levis men olive green 512 slim tapered fit chinos trousers,1439,2399,40%,"28, 30, 32, 34, 36, 38, 40",4.7,123
XYXX,Inner Wear &  Sleep Wear,boxers,xyxx men   printed pack of 2 remix pure cotton boxer xybox2pckn141,695,898,Rs. 203 ,"S, M, L, XL, XXL",4.6,123
U.S. Polo Assn.,Inner Wear &  Sleep Wear,lounge-shorts,us polo assn men black solid lounge shorts,806,849,5%,"S, M, L",4.6,123
U.S. Polo Assn.,Topwear,tshirts,u s polo assn men navy blue embroidery detail polo collar pure cotton slim fit t shirt,1199,1599,25%,"S, M, L, XL, XXL, 3XL",4.7,123
U.S. Polo Assn.,Topwear,tshirts,us polo assn men red  white striped round neck pure cotton t shirt,1499,1999,25%,"S, M, L, XL, XXL, 3XL",4.6,123
Nike,Sports Wear,tshirts,nike men black brand logo printed as np df tight running t shirt,1345,1495,10%,"S, M, L, XL, XXL",4.6,113
NYAMBA By Decathlon,Sports Wear,tshirts,nyamba by decathlon men black solid round neck tank top 500,509,599,15%,"S, M, L, XL, XXL",4.6,112
Nautica,Topwear,tshirts,nautica men navy blue  red striped polo collar pure cotton t shirt,1539,2799,45%,"S, M, L, XL, XXL",4.6,112
Van Heusen Sport,Topwear,sweatshirts,van heusen sport men grey solid pullover sweatshirt,909,1299,30%,"S, M, L, XL, XXL",4.6,108
Calvin Klein Underwear,Inner Wear &  Sleep Wear,trunk,calvin klein underwear men grey melange solid low rise trunk nb2216080,1079,1199,10%,"S, M, L, XL",4.7,107
Sztori,Plus Size,shirts,sztori men plus size navy blue pure cotton chambray casual shirt,2014,3099,35%,"46, 48, 50, 52, 54",4.6,107
Puma,Sports Wear,sweatshirts,puma men black printed modern sports crew fl hooded sweatshirt,1814,3299,45%,"S, M, L, XL, XXL",4.7,106
Calvin Klein Underwear,Inner Wear &  Sleep Wear,trunk,calvin klein underwear men black solid low rise trunk nb2225001,1329,1399,5%,"S, M, L, XL",4.7,105
one8 x PUMA,Sports Wear,tshirts,one8 x puma red  grey virat kohli ms graphic printed t shirt,824,1499,45%,"S, M, L, XL, XXL",4.7,99
Nike,Sports Wear,tshirts,nike men white beach rollerblade cotton printed back pure cotton t shirt,897,1795,50%,"S, M, L, XL, XXL",4.7,99
PUMA Motorsport,Sports Wear,tshirts,puma motorsport men red printed ferrari race big shield round neck pure cotton t shirt,1624,2499,35%,"XS, S, M, L, XL, XXL",4.7,99
Allen Solly,Topwear,sweatshirts,allen solly men mustard yellow hooded sweatshirt,1249,2499,50%,"S, M, L, XL, XXL, 3XL",4.6,99
THE BEAR HOUSE,Topwear,shirts,the bear house men off white  green slim fit floral printed casual shirt,997,1995,50%,"38, 40, 42, 44, 46",4.6,93
Domyos By Decathlon,Bottom Wear,shorts,domyos by decathlon men blue abstract printed recycled polyester gym short,631,799,21%,"30, 32, 34, 37, 40",4.6,92
XYXX,Inner Wear &  Sleep Wear,boxers,xyxx men printed pack of 3 remix pure cotton boxer xybox3pckn138,919,1347,Rs. 428 ,"S, M, L, XL",4.8,92
Puma,Sports Wear,tshirts,puma men black band collar t shirt,899,1799,50%,"XS, S, M, L, XL, XXL",4.6,92
United Colors of Benetton,Bottom Wear,track-pants,united colors of benetton men black brand logo placement print pure cotton joggers,749,1499,50%,"S, M, L, XL",4.6,91
Jack & Jones,Topwear,shirts,jack  jones men blue regular fit striped casual sustainable shirt,1199,2999,60%,"38, 39, 40, 42, 44",4.6,91
Puma,Bottom Wear,shorts,puma men blue solid mid rise sports shorts,899,1799,50%,"28, 30, 32, 34, 36, 38, 40",4.6,90
Allen Solly,Topwear,sweatshirts,allen solly men lime green  navy blue colourblocked sweatshirt,849,1699,50%,"S, M, L, XL, XXL, 3XL",4.6,90
United Colors of Benetton,Topwear,tshirts,united colors of benetton men white brand logo printed pure cotton t shirt,649,999,35%,"S, M, L, XL, XXL, 3XL",4.6,90
Blackberrys,Bottom Wear,trousers,blackberrys men navy blue  white skinny fit checked regular trousers,1297,2595,50%,"28, 30, 32, 34, 36, 38, 40, 42, 44, 46",4.6,89
XYXX,Inner Wear &  Sleep Wear,briefs,xyxx men intellisoft antimicrobial micro modal pack of 3 shuffle briefs xybrf3pckn277s,799,899,Rs. 100 ,"S, M, L, XL",4.7,89
Jack & Jones,Inner Wear &  Sleep Wear,socks,jack  jones men blue solid shoe liners,206,229,10%,Onesize,4.6,89
Wrangler,Bottom Wear,jeans,wrangler men blue skinny fit low rise light fade jeans,2099,3499,40%,"28, 30, 32, 34, 36, 38, 40",4.6,86
Puma,Bottom Wear,shorts,puma men grey melange essentials jersey sports shorts,779,1299,40%,"28, 30, 32, 34, 36, 38",4.6,85
Puma,Inner Wear &  Sleep Wear,socks,puma unisex black solid ankle length socks,399,499,20%,UK2,4.8,85
Calvin Klein Underwear,Inner Wear &  Sleep Wear,trunk,calvin klein underwear white black solid low rise trunk nb2225100,1189,1399,15%,"S, M, L, XL",4.6,85
Mast & Harbour,Bottom Wear,shorts,mast  harbour men black corduroy pure cotton regular shorts,769,2199,65%,"28, 30, 32, 34, 36",4.6,84
TOM BURG,Bottom Wear,shorts,tom burg men set of 2 high rise pure cotton regular shorts,623,1598,61%,"28, 32, 34, 36, 38",4.6,84
XYXX,Inner Wear &  Sleep Wear,briefs,xyxx men intellisoft antimicrobial micro modal pack of 3 dynamo briefs xybrf3pckn184,799,897,Rs. 98 ,"S, M, L, XL",4.6,84
V Dot,Topwear,shirts,v dot men white slim fit solid party shirt,1699,1999,15%,"38, 39, 40, 42",4.6,83
Levis,Topwear,tshirts,levis men brown  white striped polo collar pure cotton t shirt,1919,2399,20%,"S, M, L, XL, XXL",4.6,83
THE BEAR HOUSE,Topwear,shirts,the bear house men blue  green slim fit checked casual shirt,1247,2495,50%,"38, 40, 42, 44, 46",4.6,83
Arrow,Topwear,tshirts,arrow men olive green  white striped polo collar t shirt,974,1499,35%,"S, M, L, XL, XXL, 3XL",4.6,77
THE BEAR HOUSE,Topwear,shirts,the bear house men blue  white slim fit striped formal shirt,1122,2495,55%,"38, 40, 42, 44, 46, 48",4.6,77
Mr Bowerbird,Bottom Wear,trousers,mr bowerbird men beige liberal fit pleated trousers,1319,3299,60%,"30, 32, 34, 36, 38",4.6,76
Pepe Jeans,Bottom Wear,jeans,pepe jeans men navy blue regular fit mid rise clean look jeans,2079,2599,20%,"30, 32, 34, 36, 38, 40",4.6,76
HIGHLANDER,Bottom Wear,trousers,highlander men khaki brown  olive green tapered fit printed chinos,577,1649,65%,"30, 32, 34, 36",4.6,76
Nautica,Topwear,tshirts,nautica men blue printed round neck slim fit t shirt,1099,1999,45%,"S, M, L, XL, XXL",4.6,76
Puma,Sports Wear,tshirts,puma men black  white striped polo collar cotton t shirt,1099,1999,45%,"XS, S, M, L, XL, XXL",4.7,74
Puma,Sports Wear,jackets,puma men black solid iconic t7 track sporty jacket,1999,4999,60%,"XXS, XS, S, M, L, XL, XXL",4.6,74
Nautica,Bottom Wear,shorts,nautica men beige solid slim fit regular shorts,1499,2999,50%,"30, 32, 34, 36, 38, 40",4.6,73
Dynamocks,Inner Wear &  Sleep Wear,socks,dynamocks unisex pack of 2 patterned beer  rickshaw calf length socks,351,799,56%,Onesize,4.6,73
DAMENSCH,Inner Wear &  Sleep Wear,lounge-shorts,damensch men white lounge shorts,699,799,Rs. 100 ,"S, M, L, XL, XXL",4.7,73
Nautica,Topwear,tshirts,nautica men navy blue slim fit solid polo collar t shirt,1299,2599,50%,"S, M, L, XL, XXL",4.6,73
House of Pataudi,Indian Wear,kurtas,house of pataudi men teal green woven design pure cotton rozana straight kurta,849,1699,50%,"S, M, L, XL, XXL",4.6,72
DAMENSCH,Inner Wear &  Sleep Wear,innerwear-vests,damensch men pack of 3 pure neo cotton innerwear vests dam ctn vest crw pbk tog,699,999,Rs. 300 ,"S, M, L, XL, XXL",4.7,72
WROGN,Bottom Wear,jeans,wrogn men blue slim fit light fade stretchable jeans,1039,2599,60%,"28, 30, 32, 34, 36, 38",4.6,69
U.S. Polo Assn.,Bottom Wear,trousers,us polo assn men navy blue slim fit solid regular trousers,1149,2299,50%,"30, 32, 34, 36, 38",4.6,69
XYXX,Inner Wear &  Sleep Wear,boxers,xyxx men printed pack of 3 remix pure cotton boxer xybox3pckn132,919,1347,Rs. 428 ,"S, M, L, XL",4.7,69
Puma,Sports Wear,sweatshirts,puma men yellow regular fit sweatshirt,1499,2499,40%,"XS, S, M, L, XL, XXL",4.6,69
ADIDAS,Sports Wear,tshirts,adidas men blue brand logo polo collar slim fit tennis freelift sustainable t shirt,2279,3999,43%,"XS, S, M, L, XL, XXL",4.6,69
Puma,Bottom Wear,track-pants,puma men black regular fit essential colourblock joggers,1049,3499,70%,"XXS, XS, S, M, L, XL, XXL",4.6,68
Mast & Harbour,Bottom Wear,shorts,mast  harbour men rust orange printed pure cotton regular shorts,604,1099,45%,"28, 30, 32, 34, 36",4.6,68
Allen Solly,Topwear,tshirts,allen solly men green printed round neck cotton t shirt,1359,1699,20%,"S, M, L, XL, XXL, 3XL",4.6,67
United Colors of Benetton,Topwear,tshirts,united colors of benetton men navy blue typography printed t shirt,899,1799,50%,"S, M, L, XL, XXL, 3XL",4.6,67
Bewakoof,Topwear,tshirts,bewakoof men black printed round neck pure cotton t shirt,464,499,Rs. 35 ,"S, M, L, XL, XXL, 3XL",4.6,67
Pepe Jeans,Bottom Wear,jeans,pepe jeans men blue regular fit mid rise clean look jeans,1449,2899,50%,"30, 32, 34, 36, 38",4.9,30
Louis Philippe,Bottom Wear,trousers,louis philippe men navy blue slim fit low rise formal trousers,1999,2499,20%,"30, 32, 34, 36, 38",4.8,30
Kappa,Bottom Wear,shorts,kappa men teal solid regular fit regular shorts,649,1299,50%,"26, 28, 30, 32, 34, 36",4.8,30
SWISS MILITARY,Inner Wear &  Sleep Wear,boxers,swiss military men white  grey printed pure cotton boxers bxm1251wht,595,1190,50%,"M, L, XL, XXL",4.8,30
People,Topwear,shirts,people men white  black regular fit printed casual shirt,659,1199,45%,"38, 39, 40, 42, 44, 46",4.8,30
United Colors of Benetton,Bottom Wear,shorts,united colors of benetton men black printed slim fit regular shorts,1299,2599,50%,"28, 30, 32, 34, 36, 38",4.8,29
Calvin Klein Underwear,Inner Wear &  Sleep Wear,trunk,calvin klein underwear men black  off white printed low rise trunks nb3066v5d,1119,1599,30%,"S, M, L, XL",4.8,29
Sztori,Plus Size,tshirts,sztori men plus size peach coloured pure cotton striped polo collar t shirt,849,1699,50%,"XXL, 3XL, 4XL, 5XL, 6XL",4.8,29
Being Human,Topwear,tshirts,being human men grey melange printed round neck t shirt,574,1149,50%,"S, M, L, XL, XXL",4.8,29
Kappa,Bottom Wear,shorts,kappa men navy blue self design regular fit regular shorts,899,999,10%,"28, 30, 32, 34, 36",4.9,27
Louis Philippe Sport,Bottom Wear,shorts,louis philippe sport men green slim fit regular shorts,1199,1999,40%,"30, 32, 34, 36, 38",4.8,27
Louis Philippe ATHPLAY,Bottom Wear,shorts,louis philippe athplay men grey solid slim fit sports shorts,899,1499,40%,"30, 32, 34, 36",4.8,27
Jack & Jones,Inner Wear &  Sleep Wear,boxers,jack  jones men grey  yellow printed pure cotton boxers 16883698,524,749,30%,"S, M, L, XL, XXL",4.9,27
Jack & Jones,Inner Wear &  Sleep Wear,boxers,jack  jones men blue  yellow lemon printed pure cotton boxers 16883694,524,749,30%,"S, M, L, XL, XXL",4.9,27
Puma,Bottom Wear,shorts,puma men teal blue run woollen 7 woven drycell running shorts,2099,3499,40%,"32, 30, 36, 34, 38, 28",4.9,26
Puma,Bottom Wear,track-pants,puma men black printed amplified joggers,2144,3299,35%,"S, M, L, XL, XXL",4.8,26
Louis Philippe Sport,Bottom Wear,shorts,louis philippe sport men blue self design slim fit regular shorts,1199,1999,40%,"30, 32, 34, 36, 38",4.8,26
Kuons Avenue,Indian Wear,kurtas,kuons avenue men navy blue denim solid straight kurta,1301,2099,38%,"M, L, XL, XXL, 3XL",4.8,26
XYXX,Inner Wear &  Sleep Wear,lounge-shorts,xyxx men navy blue cotton lounge shorts,849,999,Rs. 150 ,"S, M, L, XL",4.9,26
Puma,Bottom Wear,shorts,puma men olive green  black colourblocked evostripe drycell technology sports shorts,1949,2999,35%,"30, 32, 34, 36, 38",4.8,25
Mr Bowerbird,Bottom Wear,trousers,mr bowerbird men off white tailored fit solid regular trousers,1249,2499,50%,"28, 30, 32, 34, 36, 38",4.9,25
Louis Philippe Sport,Bottom Wear,shorts,louis philippe sport men blue self design slim fit regular shorts,1199,1999,40%,"30, 32, 34, 36, 38",4.8,25
Reebok,Bottom Wear,shorts,reebok men charcoal grey solid mid rise pure cotton training or gym sports shorts,831,1299,36%,"29, 31, 35, 38, 42, 46",4.8,25
Dynamocks,Inner Wear &  Sleep Wear,socks,dynamocks unisex pack of 2 printed above ankle length socks,476,700,32%,"UK4, UK5, UK6, UK7, UK8, UK9, UK10",4.9,25
Justice League,Inner Wear &  Sleep Wear,socks,justice league men pack of 3 assorted dc heroes patterned calf length socks,449,599,25%,Onesize,4.8,25
Puma,Inner Wear &  Sleep Wear,socks,puma unisex pack of 2 white  navy blue solid socks,399,499,20%,"UK6, UK8",5,25
RARE RABBIT,Bottom Wear,trousers,rare rabbit men pink slim fit joggers ,1799,2999,40%,"30, 32, 34, 36, 38",4.9,7
Solly Jeans Co.,Bottom Wear,jeans,solly jeans co men blue skinny fit jeans,1499,2999,50%,"28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48",4.9,7
Flying Machine,Bottom Wear,jeans,flying machine men navy blue straight fit mid rise clean look stretchable jeans,1449,2899,50%,"28, 36, 38, 40",4.9,7
Mufti,Bottom Wear,trousers,mufti men grey skinny fit solid formal trousers,1739,2899,40%,"28, 30, 32, 34, 36, 38, 40",4.9,7
DeFacto,Bottom Wear,jeans,defacto men blue comfort skinny fit low distress light fade stretchable jeans,2029,2899,30%,"28, 29, 30, 32, 34, 36",4.9,7
SPYKAR,Bottom Wear,jeans,spykar men grey relaxed fit low distress jeans,1819,2799,35%,"30, 31, 32, 33, 34, 36, 38",4.9,7
Aeropostale,Bottom Wear,jeans,aeropostale men grey super skinny fit mid rise mildly distressed stretchable jeans,1259,2799,55%,"28, 30, 32, 34, 36, 38",5,7
Llak Jeans,Bottom Wear,jeans,llak jeans men grey mid rise skinny fit heavy fade jeans,944,2699,65%,"28, 30, 32, 34, 36, 38",5,7
FUGAZEE,Bottom Wear,shorts,fugazee men black solid regular fit shorts with embroidered detailing,863,1799,52%,"28, 30, 32, 34, 36, 38",4.9,7
Slazenger,Bottom Wear,shorts,slazenger men green printed detail  rapid dry sports shorts,679,1699,60%,"26, 28, 30, 32, 34, 36",4.9,7
Breakbounce,Bottom Wear,shorts,breakbounce men olive green solid slim fit regular shorts,629,1499,58%,"28, 30, 32, 34, 36",4.9,7
Allen Solly Tribe,Bottom Wear,shorts,allen solly tribe men blue slim fit mid rise regular shorts,1049,1499,30%,"28, 30, 32, 34, 36, 38",5,7
DEYANN,Indian Wear,kurtas,deyann men yellow solid straight kurta,766,2190,65%,"S, M, L, XL, XXL, 3XL",4.9,7
Freehand,Indian Wear,kurtas,freehand men maroon  navy blue printed asymmetric kurta,758,2299,67%,"S, M, L, XL, XXL",5,7
